Learning how to tune the suspension on a car,learning-how-to-tune-the-suspension-on-a-car,"<p>Have you ever wanted to learn how to tune the suspension on a car?</p>

<p>Well, I haven’t really wanted to know that, until recently. Now I NEED to know. I took the Evo Advantage program this past weekend at the San Diego National Tour and felt like a total newb when the instructor kept telling me to do things to the car and I had no idea what he was talking about.</p>

<p>So now the question is, how best to learn the art of suspension tuning? Well, I started off on Amazon and picked up <a href=""http://www.amazon.com/gp/product/0879380713/ref=as_li_ss_tl?ie=UTF8&amp;tag=chrishammondc-20&amp;linkCode=as2&amp;camp=1789&amp;creative=390957&amp;creativeASIN=0879380713"">Tune to Win: The art and science of race car development and tuning</a><img style=""border-bottom-style: none !important; border-right-style: none !important; margin: 0px; border-top-style: none !important; border-left-style: none !important"" border=""0"" alt="""" src=""http://www.assoc-amazon.com/e/ir?t=&amp;l=as2&amp;o=1&amp;a=0879380713"" width=""1"" height=""1"" /> by Carroll Smith.</p>

<p>I’ve yet to crack it open, but I plan to start on it this evening. I’ll post more on the website later when I have a feeling for what it actually provides, and can talk about what I am learning (hopefully I’ll learn something!)</p>",2011-04-05 22:41:13.000,html,,,/Blog/itemId/524/Learning-how-to-tune-the-suspension-on-a-car
Listen to the El Toro ProSolo Live,listen-to-the-el-toro-prosolo-live,"<p>So today I did some testing with UStream and the FM Audio Broadcast at the El Toro ProSolo. I think I managed to come up with a way to broadcast the announce stream out on the internet (audio only) using UStream.</p>

<p>I setup a new “Channel” for the ProSolo on Ustream, we’ll see how it works out tomorrow, but if you want, give it a listen by going to (only active during competition, and if it works)</p>

<p><a href=""http://www.ustream.tv/channel/prosolo"">http://www.ustream.tv/channel/prosolo</a></p>

<p>This is completely unofficial, and if it goes down it goes down, no promises that it will work! </p>

<p>Between the live audio and <a href=""http://sololive.scca.com"">http://sololive.scca.com</a> you might be able to feel like you are actually in El Toro being miles away! The event is supposed to start at 9am, we’ll see how things work out.</p>",2011-04-09 00:44:21.000,html,,,/Blog/itemId/525/Listen-to-the-El-Toro-ProSolo-Live
El Toro ProSolo Day 1,el-toro-prosolo-day-1,"<p>I just don’t have the energy to do a full writeup for the ProSolo today, and to be honest, it won’t happen Sunday, and likely not Monday either <img style=""border-bottom-style: none; border-right-style: none; border-top-style: none; border-left-style: none"" class=""wlEmoticon wlEmoticon-openmouthedsmile"" alt=""Open-mouthed smile"" src=""http://www.project350z.com/Portals/4/PublishThumbnails/Windows-Live-Writer/086ec53de232_13331/wlEmoticon-openmouthedsmile_2.png"" /></p>

<p>So what happened? Well, I’m sitting in 5th out of 8, 2nd in the Kumho class. I’m still hoping to get up to first in the K Class <img style=""border-bottom-style: none; border-right-style: none; border-top-style: none; border-left-style: none"" class=""wlEmoticon wlEmoticon-smile"" alt=""Smile"" src=""http://www.project350z.com/Portals/4/PublishThumbnails/Windows-Live-Writer/086ec53de232_13331/wlEmoticon-smile_2.png"" /> With the contingency available that would mean a set of tires.</p>

<p>Jodi Fordahl is driving with me as well. She’s doing great, I have a feeling she’ll be faster than me on Sunday.</p>

<p>Random note: This car really needs a diff!&#160; I am going to try to find the OS Giken guys if they are at the Pro tomorrow and talk to them a bit.</p>",2011-04-10 01:01:13.000,html,,,/Blog/itemId/526/El-Toro-ProSolo-Day-1
SPL control arms in BSP,spl-control-arms-in-bsp,"<p>So I finally heard back from SPL Pars regarding an email I sent a few weeks ago. I emailed them to ask if they could provide me the information on what the arms are configured for in terms of the heim joints.</p>

<p>In summary of the <a href=""http://www.project350z.com/Articles/itemId/509/The-suspension-is-here-Now-to-fix-it.aspx"" target=""_blank"">previous blog post</a>, the heim joints aren’t legal in B Street Prepared (or any street prepared class in the SCCA). So these arms aren’t legal.</p>

<p><a href=""http://www.flickr.com/photos/17726343@N00/5513796701/""><img border=""0"" alt=""350z Control Arm from SPL Pro Suspension"" src=""http://static.flickr.com/5293/5513796701_f2ee5a4d25.jpg"" /></a></p>

<p>SPL finally responded with</p>  <blockquote>   <p>the rod end thread on our arms is 5/8&quot;-18 right hand, the width of the bearing w/ spacers is 1.96&quot; and bore size is 10mm.</p> </blockquote>  <p>Now the question is, can I come up with something that will work to replace those that will be legal in BSP? I doubt it, but it’s worth looking. Right now I am running the OEM Control arms modified with some custom offset bushings.</p>",2011-04-15 01:25:23.000,html,,,/Blog/itemId/527/SPL-control-arms-in-BSP
Naked and famous,naked-and-famous,"<p>So the car is naked, well about as naked as it can be.</p>

<p>Saturday evening I took it to the car wash and removed all of the vinyl. I plan to put it back on, but it’ll be a while before that happens. I figured it was a little too much right now to attract attention. I’d post photos, but there really isn’t much point, right now the car is just a blue 350z that is a little lower than normal.</p>

<p>In honor of the occasion here’s some President’s of the United States of America, with Naked and Famous</p> <iframe title=""YouTube video player"" height=""349"" src=""http://www.youtube.com/embed/GHPkLuVBQ1Y?rel=0&amp;hd=1"" frameborder=""0"" width=""425"" allowfullscreen=""allowfullscreen""></iframe>",2011-04-17 23:52:43.000,html,,,/Blog/itemId/528/Naked-and-famous
What color should I wrap the 350z? You get to decide!,what-color-should-i-wrap-the-350z-you-get-to-decide,"<p>So I’ve wanted to do this for a while, and now I’m getting ready to pull the trigger.</p>

<p>I am going to wrap the 350z? What does that mean? I am going to take a solid Vinyl color, and wrap it around the entire painted surface of the car. Effectively changing the color of the car, and covering the paint in a protective vinyl coating.</p>

<p><strong>Why am I wrapping the car?</strong> Because I can? Or well, because I want to. I don’t know yet that I can. I’ve applied quite a bit of vinyl in my life, but never to an entire car.</p>

<p><strong>Why not have someone else wrap it? Why not have a designer wrap done? </strong>Both of those options cost money, and I really would rather spend money elsewhere on the car. That being said, if you own a car wrapping business in the San Francisco Bay Area and you want to sponsor Project350z, fill out the Contact form on the <a href=""http://www.project350z.com/About.aspx"" target=""_blank"">About page</a>. </p>

<p><strong>What color are you going to wrap it?</strong> That’s where you come in. <a href=""http://www.facebook.com/home.php?sk=question&amp;id=125772814167499"" target=""_blank"">We’ve setup a &quot;Poll&quot; on our Facebook page</a>, where you get to help us decide. The options are &quot;Matte Black, Matte Green, Don’t Do it!&quot; If you have a Facebook account go ahead and <a href=""http://www.facebook.com/home.php?sk=question&amp;id=125772814167499"" target=""_blank"">answer the question</a>! The Poll will stay open until 5/4/2011.</p>

<p>And while you are at it, don’t forget to <a href=""http://www.facebook.com/project350z"" target=""_blank"">&quot;LIKE&quot; our page</a>!</p>",2011-04-27 02:04:19.000,html,,,/Blog/itemId/529/What-color-should-I-wrap-the-350z-You-get-to-dec
"350z Stereo For Sale, Stealthbox Subwoofer",350z-stereo-for-sale-stealthbox-subwoofer,"<p>I took all of this stuff out of my car a few months ago and am just now getting around to selling.</p>

<p>To the best of my knowledge here is what I have, you can find all the pictures from below (and more) at a higher resolution at <a href=""http://www.flickr.com/photos/chammond/sets/72157626520108688/with/5628927973/"">http://www.flickr.com/photos/chammond/sets/72157626520108688/with/5628927973/</a></p>

<p>All equipment is used, but was in working order when removed from the car.</p>

<p>Package Price    <br /><b>$950 cash</b> </p>

<p><strong>Amplifiers</strong>     <br />JL Audio 300/4     <br />JL Audio 500/1 </p>

<p><strong>Speakers      <br /></strong>JL Audio VR650CXi (pair)     <br />JL Audio VR650CWi (pair) (best I can find online is CSi? but my pic is clearly CWi) Tweeters are not removed from car, so not included. </p>

<p><strong>Subwoofer</strong>     <br />JL Audio Stealthbox </p>

<p><strong>Head Unit      <br /></strong>Pioneer deh-p860mp (also including the wiring/adapter for aux input, remote)</p>

<p>Wiring (see photo, lots of wiring included, power, ground, speaker wires, only thing cut was at the doors if I recall correctly)</p>

<p>Looking to sell as a package deal for $950/cash, local pickup only. Located in San Carlos CA.    <br />Everything is in working order as far as I know, worked fine when I removed it from the car.     <br /><strong>Photos      <br /></strong><img border=""0"" alt="""" src=""http://farm6.static.flickr.com/5310/5629476064_d7f491783e.jpg"" />     <br /><img border=""0"" alt="""" src=""http://farm6.static.flickr.com/5101/5629477564_3011a9a1bb.jpg"" />     <br /><img border=""0"" alt="""" src=""http://farm6.static.flickr.com/5185/5629481608_0831b3432b.jpg"" />     <br /><img border=""0"" alt="""" src=""http://farm6.static.flickr.com/5022/5629491412_49f098e033.jpg"" />     <br /><img border=""0"" alt="""" src=""http://farm6.static.flickr.com/5266/5629499594_4476951bbd.jpg"" />     <br /><img border=""0"" alt="""" src=""http://farm6.static.flickr.com/5222/5628920001_ff51902a1f.jpg"" />     <br /><img border=""0"" alt="""" src=""http://farm6.static.flickr.com/5147/5629503768_7fe2ae0cb6.jpg"" />     <br /><img border=""0"" alt="""" src=""http://farm6.static.flickr.com/5304/5628924297_9f09a1ec95.jpg"" />     <br /><img border=""0"" alt="""" src=""http://farm6.static.flickr.com/5149/5629506200_779834a0a4.jpg"" />     <br /><img border=""0"" alt="""" src=""http://farm6.static.flickr.com/5309/5628927973_b20f29dac8.jpg"" />     <br /><img border=""0"" alt="""" src=""http://farm6.static.flickr.com/5027/5628932103_115563482f.jpg"" /></p>",2011-05-07 03:54:25.000,html,,,/Blog/itemId/530/350z-Stereo-For-Sale-Stealthbox-Subwoofer
Color for the wrap has been decided,color-for-the-wrap-has-been-decided,"<p>A week ago I posted a “question” on Facebook to see what color we should wrap the 350z in. </p>

<p>Well it looks like the final tally is 31/13/13</p>

<p>31 for Matte Black   <br />13 for Matte Green    <br />13 for Don't Do It!</p>

<p>So Matte Black it will be! Time to order the vinyl! I would hope to have it done by the end of the month, but realizing we are moving before then, we’ll set a goal of the end of June to have this completed. Of course we’ll have a time lapse video of the process!</p>",2011-05-07 04:00:29.000,html,,,/Blog/itemId/531/Color-for-the-wrap-has-been-decided
Project350z on Hiatus?,project350z-on-hiatus,"<p>So things have slowed down for the Project350z, at least for a month or two. After running quite a few events in February, March and April, I haven’t run an event since the El Toro ProSolo on 4/10.</p>

<p>I plan to run more events this year, but life has put autocross to the side for a month or two. We’re getting ready to move, so autocross has been the last thing on my mind.</p>

<p>This weekend there’s the Dual at DeAnza, last year I was hoping to run this year’s event, but due to everything going on I ended up not registering. It looks like Grant (ShamuZ) has lost his car for the event, due to losing a rear diff (He’s got an OS Giken diff as far as I know, I need to find out what happened as that is the diff I was hoping to put in my car later this year). I’ve asked Grant to see if he can get me into his entry position for the Duel, if he can I will try to run the event.</p>

<p>If it doesn’t work out, so be it, but I think it would be cool to run. The next few weeks are going to be extremely busy, so an autocross before all of that would be a good release!</p>",2011-05-11 00:51:44.000,html,,,/Blog/itemId/532/Project350z-on-Hiatus
Autocross 350z Modifications List,autocross-350z-modifications-list,"<p>I realized recently that I didn&rsquo;t have an ongoing list of modifications for the 350z. So I figured I should create one. The idea is that this will be continually updated, with the list of current parts. If I end up removing parts I&rsquo;ll strike them through on the list.</p>  <h2>Suspension Modifications</h2>  <h3>Front Suspension</h3>  <p>TrueChoice Phase 4 Double Adjustable Koni coil overs for the front of the car with 650lb springs    <br />  Hotchkis Front Sway Bar, Medium Stiffness     <br />  OEM Control Arms with modified offset bushings</p>  <h3>Rear Suspension</h3>  <p>500lb springs with adjustable spring seats    <br />  Hotchkis Rear Sway Bar, Lowest Stiffness</p>  <h2>Engine/Exhaust Modifications</h2>  <p>K&amp;N Cold Air Intake    <br />  3/8&rdquo; Plenum Spacer     <br />  HFCs     <br />  Injen Super SES Dual Exhaust System</p>  <h2>Wheels/Tires</h2>  <p>18x10&rdquo; +38 Enkei RPF-1s    <br />  305/30/18 Kumho V710s     <br />  Front 10mm spacer</p>  <h2>Interior Modifications</h2>  <p>Stereo/speakers removed</p>  <h2>Exterior Modifications</h2>  <p>None</p>",2011-05-16 03:04:29.000,html,,,/Blog/itemId/534/Autocross-350z-Modifications-List
"2011 SCCA Solo Nationals, should I stay or should I go?",2011-scca-solo-nationals-should-i-stay-or-should-i-go,"<p>So here we are, at the end of May 2011, and it’s time to figure out if I’m going to the 2011 Tire Rack SCCA Solo National Championships in late August.</p>

<p>Originally I was planning on taking the 350z, but lately I’ve been thinking that I probably won’t/can’t/shouldn’t due to a number of factors, mainly budget, but time, and family. With a new baby, taking off to Lincoln Nebraska for a week (or more) is a rather costly affair. I can’t exactly put Natalie and the baby in the 350z and make the drive, and making the drive with the 350z, towing a trailer for tires, and having Natalie and the baby drive in the CX-7 isn’t ideal either.</p>

<p>So I have a couple of options. </ul>
<p>   <li>Don’t go (least expensive option, also least fun) </li>    <li>Drive myself in the 350z, have Natalie and baby fly out (requires airline ticket, and rental car) </li>    <li>Drive myself in the 350z and have Natalie and baby stay home </li>    <li>Fly to Lincoln and codrive with someone else </li> </ul>
<p>What to do, what to do?</p>",2011-05-31 03:06:45.000,html,,,/Blog/itemId/535/2011-SCCA-Solo-Nationals-should-I-stay-or-should
"Let there be sound, and I&rsquo;m going to Nationals (not in the 350z)",let-there-be-sound-and-im-going-to-nationals-not-in-the-350z,"<p>So I finally had it with listening to my Motorola Droid (Google Music and Pandora) for my commute. Why don’t I have a stereo? Well back in February I ripped it all out. Not exactly the best choice, but hey, I was in the hear of the moment thinking I was prepping the car for a fully competitive 2011 season. That has changed, (more on that later).</p>

<p>A couple of weeks ago I told the subwoofer and amplifier for the car, I wasn’t interested in putting all of that weight back in anyways. So tonight after work I put the speakers back in the door (with some cutting and soldering on the OEM wiring due to not having adapters for it.</p>

<p>I managed to get everything back into the front of the car, including the crossovers, and the head unit. I wasn’t able to get the radio working, as it doesn’t seem to see that the Antenna is hooked up, so I’ll have to track that down. I also didn’t get the rear speakers in, simply due to time/darkness, I’ll get those later this week.</p>

<p>So, why am I not building the car fully for 2011? Well honestly, budget. I need to put quite a bit more money into the car, and it’s already the middle of June. Where did time go? So, without the budget to fully prep the car, I’m going to drive something else at the 2011 Solo Nationals.</p>

<p>I’ll be driving Dave Whitworth’s Mustang in EM at Nationals. Dave and I have been friends for 11 years now, he was my first instructor when I started autocrossing, and while I surpassed him in autocross skills long ago<img style=""border-bottom-style: none; border-left-style: none; border-top-style: none; border-right-style: none"" class=""wlEmoticon wlEmoticon-devil"" alt=""Devil"" src=""http://www.project350z.com/Portals/4/PublishThumbnails/Windows-Live-Writer/Let-there-be-sound-and-Im-going-to-Natio_12F6A/wlEmoticon-devil_2.png"" />, he’s still a friend of mine <img style=""border-bottom-style: none; border-left-style: none; border-top-style: none; border-right-style: none"" class=""wlEmoticon wlEmoticon-openmouthedsmile"" alt=""Open-mouthed smile"" src=""http://www.project350z.com/Portals/4/PublishThumbnails/Windows-Live-Writer/Let-there-be-sound-and-Im-going-to-Natio_12F6A/wlEmoticon-openmouthedsmile_2.png"" /></p> <iframe height=""349"" src=""http://www.youtube.com/embed/Y6e_nRbu-KY"" frameborder=""0"" width=""425"" allowfullscreen=""allowfullscreen""></iframe>  <p>&#160;</p>

<p>I'll fly into Lincoln, though I'm not sure when yet, and likely be there all week. I've offered to announce at the ProSolo Finale, though I haven't heard if anyone is interested in taking me up on that offer or not. </p>

<p>I am hoping that for 2012 I can get the 350z sorted out and ready for Nationals. Though, I really don’t like that I now live 26 hours from Nationals. Living in St. Louis and being a 5 hour drive from it (when it was in Topeka) definitely spoiled me!</p>",2011-06-15 00:58:01.000,html,,,/Blog/itemId/537/Let-there-be-sound-and-Im-going-to-Nationals-no
Old Project Z posts,old-project-z-posts,"<p>I’ve been doing some work on SOLO2.ORG the past two evenings, working on restoring a bunch of my old blog posts from over there from the early days of the site. There was a lot of content that went missing over the various conversions of the site the past 4-5 years.</p>

<p>I managed to bring a number of the posts back, and found a lot of old posts about my original 2003 350z (the current one I have is a 2004), at which point in time I just called it Project Z (rather than Project350z).</p>

<p>I’m not going to pull the posts over here into Project350z.com (though I might update and repost some eventually), but if you would like to see them you should check out this list.</p> <a href=""http://www.solo2.org/home/aid/18"">350Z Bosch Wiper Blades</a> 3/14/2004  <br /><a href=""http://www.solo2.org/home/aid/19"">Nissan 350Z Koni Shocks</a> 3/15/2004  <br /><a href=""http://www.solo2.org/home/aid/21"">2004 KCRSCCA Autocross Event #1</a> 3/22/2004  <br /><a href=""http://www.solo2.org/home/aid/22"">Nissan Warranty Items! 350Z</a> 3/23/2004  <br /><a href=""http://www.solo2.org/home/aid/39"">RF T162C speaker review</a> 5/24/2004  <br /><a href=""http://www.solo2.org/home/aid/46"">Learned to mount tires tonight!</a> 5/25/2004  <br /><a href=""http://www.solo2.org/home/aid/54"">350Z Shock writeup coming tomorrow!</a> 6/7/2004  <br /><a href=""http://www.solo2.org/home/aid/55"">SOLO2.ORG Project Z Koni Install Article</a> 6/8/2004  <br /><a href=""http://www.solo2.org/home/aid/56"">Initial Koni Impressions</a> 6/9/2004  <br /><a href=""http://www.solo2.org/home/aid/61"">350Z Alignment, Finally getting fast, Koni Settings, and Hoosier Tire Impressions</a> 6/14/2004  <br /><a href=""http://www.solo2.org/home/aid/70"">Project Z makes a run at Midiv!</a> 7/8/2004  <br /><a href=""http://www.solo2.org/home/aid/82"">Project Z Update, Solo II Nationals, More Warranty</a> 9/23/2004  <br /><a href=""http://www.solo2.org/home/aid/103"">350Z Trailer Hitch for the Project Z</a> 1/28/2005  <br /><a href=""http://www.solo2.org/home/aid/108"">Project 350Z ready for the 2005 Autocross Season</a> 3/5/2005  <br /><a href=""http://www.solo2.org/home/aid/109"">Sway bar install for the Project 350Z</a> 3/9/2005  <br /><a href=""http://www.solo2.org/home/aid/113"">350Z Engine Problems</a> 3/29/2005  <br /><a href=""http://www.solo2.org/home/aid/115"">Project 350Z gets some new tires, and a new wheel bearing...</a> 4/3/2005  <br /><a href=""http://www.solo2.org/home/aid/118"">2003 Nissan Solo2.org Project 350Z at the Atlanta National Tour</a> 4/17/2005  <br /><a href=""http://www.solo2.org/home/aid/121"">Project Z breaks 47k miles in Sauget</a> 4/26/2005  <br /><a href=""http://www.solo2.org/home/aid/136"">Project Z gets a new Swaybar</a> 8/12/2005  <br /><a href=""http://www.solo2.org/home/aid/147"">Project Z rolls over 64000 Miles</a> 1/12/2006  ",2011-06-24 01:35:12.000,html,,,/Blog/itemId/538/Old-Project-Z-posts
"Autocrossing this sunday in Marina, CA",autocrossing-this-sunday-in-marina-ca,"<p>Alright, it’s time to get back into the swing of things. The 2011 TireRack SCCA Solo Nationals are in two months, I need to try to get as much seat time as I can between now and then!</p>

<p>This weekend the <a href=""http://www.americanauto-x.com/"" target=""_blank"">AmericanAuto-x</a> Series is going on at Marina. I’ve yet to hit an AAS event, so I am looking forward to it. It will have been nearly three months since my last event, so I’m sure I’ll be plenty rusty. I am only going to hit the Sunday event, not ready to do both Saturday and Sunday, as I have some work to do on the car, and also some work to do around the house on Saturday.</p>

<p>If you’re going to be at Marina this weekend, be sure to come up and say hello.</p>",2011-06-30 02:16:05.000,html,,,/Blog/itemId/539/Autocrossing-this-sunday-in-Marina-CA
The missing helmet! Natalie found it!,the-missing-helmet-natalie-found-it,"<p>Over a year ago I realized that my Bell Helmet was missing. Somewhere on the move from Colorado to California it went off into its own world.</p>

<p>I was sure I had it with me when I came in March 2010, and must have left it in a hotel while I was shifting around hotels for a few weeks while looking for a place to live. I went through box after box after box when we moved all our stuff from Colorado to CA in April, but no matter where I dug I couldn’t find it.</p>

<p>Then last month we moved again, this time only 20 miles or so away, but I figured I would find the helmet if it were still around during that move. I was wrong. I found nothing.</p>

<p>Until today, Natalie was going through boxes of pictures with her mother (visiting for the weekend) and in one of the boxes labeled Picture Frames, she found the helmet!</p>

<p><a title=""Day 26 of #flickr365 #autocross #helmet by chrishammond, on Flickr"" href=""http://www.flickr.com/photos/chammond/5390956023/""><img alt=""Day 26 of #flickr365 #autocross #helmet"" align=""right"" src=""http://farm6.static.flickr.com/5296/5390956023_41ce9910af_m.jpg"" width=""179"" height=""240"" /></a>Earlier this year I purchased a new helmet (pictured) getting ready for the 2011 autocross season, while I like the helmet, it wasn’t my Bell, which I always hoped would return.</p>

<p>I’ll have to take a picture of the Bell later this weekend, I can’t find one digging through old photos, but I did come across some photos from the day I picked up my 2003 350z.</p>

<p>Here’s a photo of the 350z, and the 1999 Z-28 Camaro I traded in when I purchased it.</p> <a title=""My 350z and my Camaro by chrishammond, on Flickr"" href=""http://www.flickr.com/photos/chammond/5893276184/""><img alt=""My 350z and my Camaro"" src=""http://farm6.static.flickr.com/5064/5893276184_d938cdcd93_m.jpg"" width=""240"" height=""180"" /></a>",2011-07-02 19:07:16.000,html,,,/Blog/itemId/540/The-missing-helmet-Natalie-found-it
Back in the saddle again,back-in-the-saddle-again,"<p>This morning I took off from our house around 6:10am and headed south on Highway 1. I was on the road to Marina, CA. The trip was nice and uneventful, traffic was great, but I’m sure that had to do with the fact that it was so early on a Sunday morning of a three day weekend.</p>

<p>I got out to the event, registered, and signed up for my work assignment, then began the dirty work. Changing the tires on the car. It’s a fairly painless job, though I really drag it out most times, I could probably get it done in under 5 minutes, but typically it takes me 15-20 as I fart around doing it.</p>

<p>I worked first heat, I was doing the timer cards, wow, I can’t tell you the last time I had to write times down instead of them going into a computer <img style=""border-bottom-style: none; border-left-style: none; border-top-style: none; border-right-style: none"" class=""wlEmoticon wlEmoticon-openmouthedsmile"" alt=""Open-mouthed smile"" src=""http://www.project350z.com/Portals/4/PublishThumbnails/Windows-Live-Writer/Back-in-the-saddle-again_14998/wlEmoticon-openmouthedsmile_2.png"" /> I little antiquated, but the process over all worked out. Computers can definitely make things more efficient, but also add a level of overhead that most clubs don’t want to deal with.</p>

<p>The weather at Marina was awesome today, I was half prepared to freeze my ass off because Ed Runnion warned me last night to bring a jacket. I must admit, a jacket, or pants, were not needed today! A t-shirt and shorts were plenty.</p>

<p>I ran in the second heat, my first autox runs since the El Toro ProSolo in April. I was definitely rusty. I also seemed to have forgotten how badly this car needs a differential. If anyone from OS Giken is out there and interested in trading some sponsorship for product let me know, I’m definitely open to opportunities <img style=""border-bottom-style: none; border-left-style: none; border-top-style: none; border-right-style: none"" class=""wlEmoticon wlEmoticon-openmouthedsmile"" alt=""Open-mouthed smile"" src=""http://www.project350z.com/Portals/4/PublishThumbnails/Windows-Live-Writer/Back-in-the-saddle-again_14998/wlEmoticon-openmouthedsmile_2.png"" /></p>

<p>My runs for the most part improved each time today, until the last I believe. I don’t know where my times were compared to much of the rest of the class, but I know I was probably 1.5+ seconds off where I should have been. The ASP cars I saw were running low 41s, while I was in the low 43s. The Tsang brothers (FSP) were in the high 42s, so I definitely need to get this car sorted out and my driving improved!</p>

<p>I didn’t stick around the site after my runs, changed tires and headed out so that I could get home. I think I found the downfall of living in Half Moon Bay. It took me just under 2 hours to get to Marina this morning, and over 3 hours to get home due to all the holiday/beach traffic!</p>

<p><a title=""AAS Autocross July 3rd, 2011"" href=""http://www.flickr.com/photos/17726343@N00/5899704327/""><img border=""0"" alt=""AAS Autocross July 3rd, 2011"" align=""right"" src=""http://static.flickr.com/5317/5899704327_7017d320d0_m.jpg"" /></a>Here’s a photo I took of the car today I didn’t take many photos, but <a href=""http://www.flickr.com/photos/chammond/sets/72157627111621056/with/5899705291/"" target=""_blank"">you can see the few that I did here</a>.</p>
<p>I’ll have videos up later this week</p>

<p>Settings:   <br />Tire psi: 25/23 f/r    <br />Shocks: Front 7 clicks compression 1 full turn rebound    <br />Rear 3 clicks rebound</p>",2011-07-04 02:56:30.000,html,,,/Blog/itemId/541/Back-in-the-saddle-again
